gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cell	CancerHR-proficient	CancerHRD	DC	EC	Fibroblast	Mast	Myeloid	T_cell
ESR2	Q92731	False	ESR2_HUMAN		CPI-CS0A04F7238	0.033	0.001	0.001	0.006	0.01	0.0	0.011	0.001	0.004
ESR2	Q92731	False	ESR2_HUMAN		CPI-SS08123AFFE	0.033	0.001	0.001	0.006	0.01	0.0	0.011	0.001	0.004
ESR2	Q92731	False	ESR2_HUMAN		CPI-SS0A1F696B9	0.033	0.001	0.001	0.006	0.01	0.0	0.011	0.001	0.004
ESR2	Q92731	False	ESR2_HUMAN		CPI-SS02D8C453C	0.033	0.001	0.001	0.006	0.01	0.0	0.011	0.001	0.004
GPER1	Q99527	False	GPER1_HUMAN		CPI-CS0DAC88EFA	0.005	0.009	0.006	0.011	0.053	0.016	0.0	0.0	0.001
GPER1	Q99527	False	GPER1_HUMAN		CPI-CS0B08AEA2D	0.005	0.009	0.006	0.011	0.053	0.016	0.0	0.0	0.001
NPR1	P16066	False	ANPRA_HUMAN		CPI-SS032AD1183	0.0	0.0	0.001	0.004	0.324	0.013	0.002	0.002	0.001
RORB	Q92753	False	RORB_HUMAN		CPI-SS039AB02F2	0.002	0.003	0.002	0.0	0.001	0.058	0.0	0.001	0.002
OXTR	P30559	False	OXYR_HUMAN		CPI-SS04B547174	0.001	0.007	0.007	0.0	0.018	0.009	0.002	0.002	0.0
OXTR	P30559	False	OXYR_HUMAN		CPI-SS0C916344D	0.001	0.007	0.007	0.0	0.018	0.009	0.002	0.002	0.0
FCRL4	Q96PJ5	False	FCRL4_HUMAN		CPI-SS01F908B16	0.016	0.002	0.001	0.004	0.0	0.002	0.0	0.0	0.001
NR1H2	P55055	False	NR1H2_HUMAN		CPI-CS086D3E39F	0.281	0.208	0.149	0.375	0.307	0.292	0.357	0.388	0.282
NR1H3	Q13133	False	NR1H3_HUMAN		CPI-CS0DC57DE37	0.009	0.089	0.05	0.023	0.098	0.117	0.033	0.422	0.016
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS09918B680	0.079	0.013	0.005	0.09	0.113	0.004	1.018	0.079	0.105
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS0B163FBF9	0.079	0.013	0.005	0.09	0.113	0.004	1.018	0.079	0.105
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS0C6448B94	0.079	0.013	0.005	0.09	0.113	0.004	1.018	0.079	0.105
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS043102EAA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.002
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS0C2C1436F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.002
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS0AB9AD0C3	0.0	0.026	0.003	0.002	0.007	0.21	0.045	0.001	0.0
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS0F38E0E82	0.0	0.026	0.003	0.002	0.007	0.21	0.045	0.001	0.0
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS09342A843	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS0567F5A28	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS07947C107	0.001	0.001	0.001	0.004	0.003	0.004	0.0	0.006	0.0
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS03367AA19	0.001	0.001	0.001	0.004	0.003	0.004	0.0	0.006	0.0
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS0D4E32D9D	0.0	0.0	0.001	0.0	0.017	0.002	0.0	0.0	0.0
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS0965866AD	0.0	0.0	0.001	0.0	0.017	0.002	0.0	0.0	0.0
ADRA1D	P25100	False	ADA1D_HUMAN		CPI-CS0A5499A2C	0.0	0.0	0.0	0.0	0.004	0.003	0.0	0.0	0.0
ADRA1D	P25100	False	ADA1D_HUMAN		CPI-CS0AAB81D2A	0.0	0.0	0.0	0.0	0.004	0.003	0.0	0.0	0.0
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS05F96EA59	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0	0.0
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS092C03024	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0	0.0
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS0D33FF37B	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0	0.0
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS086A43130	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0	0.0
AVPR2	P30518	False	V2R_HUMAN		CPI-SS0FCF733EA	0.0	0.0	0.001	0.0	0.215	0.0	0.0	0.0	0.0
AVPR1B	P47901	False	V1BR_HUMAN		CPI-SS02D4E44C7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL25	Q9H293	False	IL25_HUMAN		CPI-SS0633A5251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL25	Q9H293	False	IL25_HUMAN		CPI-CS06418F542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TFF1	P04155	False	TFF1_HUMAN		CPI-SS069C5BDB5	0.0	0.321	0.007	0.0	0.01	0.001	0.0	0.002	0.001
CXCL1	P09341	False	GROA_HUMAN		CPI-SS0CECFE864	0.001	0.006	0.007	0.0	0.001	0.045	0.0	0.095	0.001
BDNF	P23560	False	BDNF_HUMAN		CPI-SS002522356	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0A93C11C8	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS01BCB9360	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-CS086E88801	0.016	0.131	0.19	0.065	0.008	0.133	0.072	0.231	0.007
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0DE0A486F	0.016	0.131	0.19	0.065	0.008	0.133	0.072	0.231	0.007
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0E00478B4	0.016	0.131	0.19	0.065	0.008	0.133	0.072	0.231	0.007
PGF	P49763	False	PLGF_HUMAN		CPI-CS0E0B6C700	0.003	0.017	0.067	0.003	0.153	0.184	0.01	0.004	0.002
PGF	P49763	False	PLGF_HUMAN		CPI-SS0855C0353	0.003	0.017	0.067	0.003	0.153	0.184	0.01	0.004	0.002
PGF	P49763	False	PLGF_HUMAN		CPI-SS0D22A09AD	0.003	0.017	0.067	0.003	0.153	0.184	0.01	0.004	0.002
PGF	P49763	False	PLGF_HUMAN		CPI-SS0E61DB5DF	0.003	0.017	0.067	0.003	0.153	0.184	0.01	0.004	0.002
VEGFB	P49765	False	VEGFB_HUMAN		CPI-CS0C0193ABB	0.038	0.091	0.053	0.237	0.055	0.282	0.079	0.177	0.031
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS033E6DE7E	0.038	0.091	0.053	0.237	0.055	0.282	0.079	0.177	0.031
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.038	0.091	0.053	0.237	0.055	0.282	0.079	0.177	0.031
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.038	0.091	0.053	0.237	0.055	0.282	0.079	0.177	0.031
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS08083B141	0.001	0.001	0.001	0.0	0.013	0.024	0.0	0.004	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0E5D1ECCE	0.001	0.001	0.001	0.0	0.013	0.024	0.0	0.004	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0D238C22B	0.001	0.001	0.001	0.0	0.013	0.024	0.0	0.004	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0AA769F5B	0.001	0.001	0.001	0.0	0.013	0.024	0.0	0.004	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0AB19226A	0.001	0.001	0.001	0.0	0.013	0.024	0.0	0.004	0.0
SEMA3F	Q13275	False	SEM3F_HUMAN		CPI-SS0F15C1AB3	0.002	0.048	0.017	0.006	0.309	0.009	0.0	0.002	0.001
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0241A1F57	0.001	0.171	0.054	0.097	0.01	0.244	0.008	0.091	0.005
SEMA6A	Q9H2E6	False	SEM6A_HUMAN		CPI-CS0837F11F9	0.003	0.014	0.01	0.005	0.291	0.049	0.003	0.002	0.002
IL24	Q13007	False	IL24_HUMAN		CPI-SS07D71C546	0.0	0.003	0.002	0.0	0.0	0.002	0.0	0.001	0.001
IL24	Q13007	False	IL24_HUMAN		CPI-CS0BB947675	0.0	0.003	0.002	0.0	0.0	0.002	0.0	0.001	0.001
IL24	Q13007	False	IL24_HUMAN		CPI-CS0AD5A758B	0.0	0.003	0.002	0.0	0.0	0.002	0.0	0.001	0.001
DKK2	Q9UBU2	False	DKK2_HUMAN		CPI-CS0730C30B0	0.001	0.002	0.001	0.005	0.015	0.045	0.0	0.024	0.0
DKK2	Q9UBU2	False	DKK2_HUMAN		CPI-SS04D1D0B92	0.001	0.002	0.001	0.005	0.015	0.045	0.0	0.024	0.0
SOSTDC1	Q6X4U4	False	SOSD1_HUMAN		CPI-SS01699C465	0.001	0.014	0.028	0.001	0.002	0.001	0.0	0.001	0.001
SOSTDC1	Q6X4U4	False	SOSD1_HUMAN		CPI-SS0AC2DA159	0.001	0.014	0.028	0.001	0.002	0.001	0.0	0.001	0.001
ALB	P02768	False	ALBU_HUMAN		CPI-CS0FC62E03D	0.001	0.005	0.001	0.0	0.0	0.002	0.002	0.001	0.0
CSF2	P04141	False	CSF2_HUMAN		CPI-CS0210859AB	0.002	0.001	0.001	0.0	0.001	0.0	0.0	0.001	0.025
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0BDD10277	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.037
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0987A89AE	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.037
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0FBC9234C	0.018	0.085	0.069	0.562	0.008	0.23	0.003	0.003	0.004
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS00F4DDF4B	0.018	0.085	0.069	0.562	0.008	0.23	0.003	0.003	0.004
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0593F278B	0.018	0.085	0.069	0.562	0.008	0.23	0.003	0.003	0.004
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.044	0.033	0.044	0.066	0.463	0.129	0.041	0.126	0.104
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.044	0.033	0.044	0.066	0.463	0.129	0.041	0.126	0.104
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.006	0.052	0.037	0.023	0.218	0.123	0.026	0.056	0.029
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.006	0.052	0.037	0.023	0.218	0.123	0.026	0.056	0.029
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS09C917D22	0.001	0.002	0.001	0.0	0.342	0.001	0.003	0.001	0.01
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.014	0.007	0.01	0.018	0.007	0.004	0.007	0.012	0.359
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS0E4B1484B	0.014	0.007	0.01	0.018	0.007	0.004	0.007	0.012	0.359
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.024	0.224	0.272	0.434	0.735	0.81	0.009	0.742	0.267
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS084BE3E4B	0.024	0.224	0.272	0.434	0.735	0.81	0.009	0.742	0.267
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0F9B3B259	0.024	0.224	0.272	0.434	0.735	0.81	0.009	0.742	0.267
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.063	0.024	0.038	0.094	0.034	0.28	0.028	0.097	0.275
FAS	P25445	False	TNR6_HUMAN		CPI-SS0A83A7E30	0.063	0.024	0.038	0.094	0.034	0.28	0.028	0.097	0.275
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.112	0.027	0.041	0.487	0.49	0.05	0.01	0.693	0.594
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS07D9A48A2	0.112	0.027	0.041	0.487	0.49	0.05	0.01	0.693	0.594
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.065	0.059	0.035	0.114	0.117	0.12	0.089	0.115	0.122
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0D5C54214	0.065	0.059	0.035	0.114	0.117	0.12	0.089	0.115	0.122
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.065	0.059	0.035	0.114	0.117	0.12	0.089	0.115	0.122
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	0.002	0.084	0.034	0.001	0.002	0.018	0.028	0.009	0.005
CCKAR	P32238	False	CCKAR_HUMAN		CPI-SS0EA96C304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS003610FF9	0.024	0.037	0.04	0.177	0.03	0.268	0.011	0.027	0.012
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS056BE1011	0.024	0.037	0.04	0.177	0.03	0.268	0.011	0.027	0.012
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS098EFF959	0.024	0.037	0.04	0.177	0.03	0.268	0.011	0.027	0.012
CCL20	P78556	False	CCL20_HUMAN		CPI-SS0F8C664D9	0.002	0.008	0.016	0.001	0.001	0.002	0.0	0.109	0.04
CCL20	P78556	False	CCL20_HUMAN		CPI-SS07F015051	0.002	0.008	0.016	0.001	0.001	0.002	0.0	0.109	0.04
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0FAF4BB9E	0.0	0.003	0.006	0.0	0.0	0.063	0.0	0.0	0.001
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0CCBF8F8D	0.0	0.003	0.006	0.0	0.0	0.063	0.0	0.0	0.001
CCL11	P51671	False	CCL11_HUMAN		CPI-SS08E13FAF2	0.0	0.003	0.006	0.0	0.0	0.063	0.0	0.0	0.001
CCL11	P51671	False	CCL11_HUMAN		CPI-SS079E99652	0.0	0.003	0.006	0.0	0.0	0.063	0.0	0.0	0.001
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0DD547726	0.0	0.003	0.006	0.0	0.0	0.063	0.0	0.0	0.001
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0DBA4D668	0.018	0.059	0.063	0.028	0.826	1.448	0.009	0.161	0.02
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS07155793F	0.018	0.059	0.063	0.028	0.826	1.448	0.009	0.161	0.02
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0DCA69916	0.049	0.103	0.041	0.498	0.013	0.017	0.072	0.586	0.004
CD70	P32970	False	CD70_HUMAN		CPI-SS0AA47D179	0.123	0.005	0.006	0.018	0.002	0.009	0.003	0.014	0.091
CD70	P32970	False	CD70_HUMAN		CPI-SS0D4BF6CA3	0.123	0.005	0.006	0.018	0.002	0.009	0.003	0.014	0.091
TF	P02787	False	TRFE_HUMAN		CPI-SS0AA4D8EF3	0.001	0.019	0.137	0.002	0.003	0.006	0.0	0.001	0.001
HFE	Q30201	False	HFE_HUMAN		CPI-SS0651A6E1F	0.012	0.019	0.007	0.031	0.022	0.049	0.0	0.044	0.009
CD40LG	P29965	False	CD40L_HUMAN		CPI-SS083296041	0.007	0.006	0.012	0.01	0.003	0.004	0.002	0.003	0.25
INSL3	P51460	False	INSL3_HUMAN		CPI-SS05834E385	0.002	0.0	0.0	0.003	0.004	0.0	0.0	0.001	0.004
PRL	P01236	False	PRL_HUMAN		CPI-SS026776C89	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0
OGN	P20774	False	MIME_HUMAN		CPI-SS0EF0750A7	0.002	0.018	0.02	0.008	0.004	0.412	0.004	0.004	0.006
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS03D887978	0.0	0.047	0.004	0.0	0.001	0.003	0.0	0.002	0.001
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS0CB4F2FE4	0.0	0.047	0.004	0.0	0.001	0.003	0.0	0.002	0.001
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS023ABAE18	0.0	0.047	0.004	0.0	0.001	0.003	0.0	0.002	0.001
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.002	0.009	0.018	0.077	0.003	0.004	0.273	0.616	0.045
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS00F4019EA	0.0	0.025	0.002	0.0	0.011	0.005	0.0	0.045	0.002
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	0.0	0.025	0.002	0.0	0.011	0.005	0.0	0.045	0.002
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS01E4E32AC	0.0	0.025	0.002	0.0	0.011	0.005	0.0	0.045	0.002
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.008	0.043	0.048	0.015	0.031	1.341	0.01	0.011	0.011
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.002	0.024	0.038	0.001	0.012	0.578	0.0	0.01	0.004
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.002	0.024	0.038	0.001	0.012	0.578	0.0	0.01	0.004
IGF1	P05019	False	IGF1_HUMAN		CPI-CS099D829B9	0.059	0.015	0.017	0.001	0.018	0.523	0.0	0.147	0.006
IL10	P22301	False	IL10_HUMAN		CPI-CS090610CD1	0.006	0.002	0.009	0.012	0.002	0.006	0.0	0.181	0.019
IL10	P22301	False	IL10_HUMAN		CPI-SS0FBFBF63E	0.006	0.002	0.009	0.012	0.002	0.006	0.0	0.181	0.019
IL5	P05113	False	IL5_HUMAN		CPI-SS00EE35551	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
IL5	P05113	False	IL5_HUMAN		CPI-CS089A1A4BF	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0A84B95C5	0.015	0.08	0.108	0.101	0.145	0.397	0.168	1.366	0.015
CCL2	P13500	False	CCL2_HUMAN		CPI-SS03165AD8C	0.015	0.08	0.108	0.101	0.145	0.397	0.168	1.366	0.015
CCL7	P80098	False	CCL7_HUMAN		CPI-SS020734335	0.002	0.008	0.01	0.001	0.002	0.002	0.0	0.279	0.003
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0ADA38C78	0.002	0.008	0.01	0.001	0.002	0.002	0.0	0.279	0.003
CCL7	P80098	False	CCL7_HUMAN		CPI-SS008EB600F	0.002	0.008	0.01	0.001	0.002	0.002	0.0	0.279	0.003
CCL7	P80098	False	CCL7_HUMAN		CPI-SS08B91FD2A	0.002	0.008	0.01	0.001	0.002	0.002	0.0	0.279	0.003
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0CBA3DA0D	0.002	0.008	0.01	0.001	0.002	0.002	0.0	0.279	0.003
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0B186A32C	0.002	0.008	0.01	0.001	0.002	0.002	0.0	0.279	0.003
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0638E0E29	0.002	0.008	0.01	0.001	0.002	0.002	0.0	0.279	0.003
CXCL8	P10145	False	IL8_HUMAN		CPI-SS052C9BB74	0.005	0.026	0.035	0.264	0.009	0.004	0.015	0.609	0.005
CCL3	P10147	False	CCL3_HUMAN		CPI-SS04318D03E	0.024	0.036	0.044	0.221	0.012	0.01	0.004	1.475	0.239
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0AFE077D8	0.084	0.064	0.123	0.309	0.041	0.025	0.075	1.279	1.062
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0AE4CF4E7	0.14	0.107	0.211	0.074	0.076	0.084	0.067	0.328	1.991
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0DA291AD9	0.14	0.107	0.211	0.074	0.076	0.084	0.067	0.328	1.991
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS073B0CE7A	0.004	0.01	0.01	0.122	0.001	0.002	0.006	0.605	0.084
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0BE8BE8E9	0.003	0.019	0.023	0.001	0.018	0.047	0.0	0.551	0.004
CCL8	P80075	False	CCL8_HUMAN		CPI-SS09AFCF898	0.003	0.019	0.023	0.001	0.018	0.047	0.0	0.551	0.004
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0F8C2FA91	0.003	0.019	0.023	0.001	0.018	0.047	0.0	0.551	0.004
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0E7EDE823	0.003	0.019	0.023	0.001	0.018	0.047	0.0	0.551	0.004
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0DFAF1FE2	0.003	0.019	0.023	0.001	0.018	0.047	0.0	0.551	0.004
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS045A5FC60	0.002	0.002	0.001	0.002	0.538	0.003	0.002	0.001	0.002
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS059CC19A3	0.002	0.002	0.001	0.002	0.538	0.003	0.002	0.001	0.002
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS0FA7A69D9	0.002	0.002	0.001	0.002	0.538	0.003	0.002	0.001	0.002
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS06B0861F1	0.001	0.006	0.005	0.0	0.0	0.015	0.0	0.113	0.001
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS0C98C08DA	0.001	0.006	0.005	0.0	0.0	0.015	0.0	0.113	0.001
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS0B887F7AC	0.001	0.006	0.005	0.0	0.0	0.015	0.0	0.113	0.001
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS0EDD062F7	0.001	0.006	0.005	0.0	0.0	0.015	0.0	0.113	0.001
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS091B461CB	0.041	0.078	0.029	0.012	0.023	0.01	0.036	0.013	0.057
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS05B92CCC4	0.041	0.078	0.029	0.012	0.023	0.01	0.036	0.013	0.057
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS064C772FE	0.041	0.078	0.029	0.012	0.023	0.01	0.036	0.013	0.057
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0D34B5517	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0B2979A10	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS092C1B321	0.0	0.001	0.003	0.0	0.0	0.032	0.0	0.001	0.0
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS04EE957D8	0.0	0.001	0.003	0.0	0.0	0.032	0.0	0.001	0.0
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS0815A0EE0	0.0	0.001	0.003	0.0	0.0	0.032	0.0	0.001	0.0
CCL23	P55773	False	CCL23_HUMAN		CPI-SS09199F78C	0.001	0.002	0.001	0.0	0.125	0.001	0.026	0.02	0.006
CCL23	P55773	False	CCL23_HUMAN		CPI-SS0F3DB0252	0.001	0.002	0.001	0.0	0.125	0.001	0.026	0.02	0.006
CCL23	P55773	False	CCL23_HUMAN		CPI-SS0D57FCA8C	0.001	0.002	0.001	0.0	0.125	0.001	0.026	0.02	0.006
CCL18	P55774	False	CCL18_HUMAN		CPI-SS041751A4D	0.001	0.01	0.016	0.002	0.003	0.004	0.003	0.166	0.003
CCL18	P55774	False	CCL18_HUMAN		CPI-SS03188FD02	0.001	0.01	0.016	0.002	0.003	0.004	0.003	0.166	0.003
CCL15	Q16663	False	CCL15_HUMAN		CPI-SS0C84DF380	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CCL15	Q16663	False	CCL15_HUMAN		CPI-SS006C89002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0898D7F7F	0.183	0.374	0.148	0.441	0.962	0.411	0.838	0.739	0.342
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0179FBFD3	0.183	0.374	0.148	0.441	0.962	0.411	0.838	0.739	0.342
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0AD0ED887	0.183	0.374	0.148	0.441	0.962	0.411	0.838	0.739	0.342
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS01ECFDA18	0.183	0.374	0.148	0.441	0.962	0.411	0.838	0.739	0.342
IL11	P20809	False	IL11_HUMAN		CPI-CS0B41A1AAE	0.0	0.003	0.013	0.001	0.0	0.023	0.0	0.0	0.001
IL4	P05112	False	IL4_HUMAN		CPI-CS0D2432398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
IL4	P05112	False	IL4_HUMAN		CPI-CS0239634F6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
IL13	P35225	False	IL13_HUMAN		CPI-CS02010E82F	0.0	0.0	0.001	0.0	0.0	0.0	0.006	0.0	0.005
IL15	P40933	False	IL15_HUMAN		CPI-CS068959EAB	0.064	0.01	0.019	0.106	0.127	0.039	0.018	0.159	0.03
IL2	P60568	False	IL2_HUMAN		CPI-SS09F430F14	0.0	0.002	0.002	0.0	0.001	0.0	0.0	0.0	0.031
IL2	P60568	False	IL2_HUMAN		CPI-CS0E2BE2DEE	0.0	0.002	0.002	0.0	0.001	0.0	0.0	0.0	0.031
IL2	P60568	False	IL2_HUMAN		CPI-CS0EE48BB05	0.0	0.002	0.002	0.0	0.001	0.0	0.0	0.0	0.031
NTF4	P34130	False	NTF4_HUMAN		CPI-SS0BA3A1C3A	0.0	0.004	0.006	0.0	0.0	0.0	0.0	0.0	0.0
GDNF	P39905	False	GDNF_HUMAN		CPI-SS0C23EF34B	0.0	0.0	0.0	0.0	0.001	0.007	0.0	0.0	0.0
IL17C	Q9P0M4	False	IL17C_HUMAN		CPI-CS02C7E2FBB	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.001	0.002
IL18	Q14116	False	IL18_HUMAN		CPI-CS09E0127D2	0.01	0.022	0.04	0.547	0.004	0.005	0.717	0.645	0.01
IL1A	P01583	False	IL1A_HUMAN		CPI-CS0465E25F9	0.001	0.001	0.001	0.017	0.0	0.0	0.006	0.041	0.0
IL1A	P01583	False	IL1A_HUMAN		CPI-CS05F37AC7A	0.001	0.001	0.001	0.017	0.0	0.0	0.006	0.041	0.0
IL1B	P01584	False	IL1B_HUMAN		CPI-CS093EA33BE	0.003	0.023	0.034	0.573	0.006	0.004	0.018	0.92	0.003
IL1B	P01584	False	IL1B_HUMAN		CPI-CS09CDFC0C5	0.003	0.023	0.034	0.573	0.006	0.004	0.018	0.92	0.003
